"date","intercn","gasprice","coalprice","priceratio","emission","transformed.emission"
"9/1/2006","ERCOT",4.8799338,1.5589763,0.319466690306332,578155.292434575,-0.00726943895020515
"9/1/2006","WECC",4.9770079,1.5145576,0.304310869187087,879989.265146635,0.00912297647062399
"10/1/2006","EAST",3.658052,1.9933079,0.544909667768528,4911162.67128478,-0.0291506189541227
"10/1/2006","ERCOT",3.4617469,1.6200367,0.467982422400667,580771.117310352,-0.00277789605417211
"10/1/2006","WECC",3.5552909,1.4637537,0.411711373603775,869277.748191748,-0.00316039822512215
"11/1/2006","EAST",7.4441891,1.937487,0.260268374966455,5114209.86290762,0.0109881940936993
"11/1/2006","ERCOT",6.7643771,1.7159319,0.253671827373433,580492.322535078,-0.00325660497078661
"11/1/2006","WECC",6.9142408,1.4853623,0.214826521517735,885259.62810219,0.0151667369611619
"12/1/2006","EAST",8.4323292,1.9475889,0.230966895837036,5124526.54815811,0.0130276190039025
"12/1/2006","ERCOT",7.86902,1.6862557,0.214290432607872,589240.43694215,0.0117644812963489
"12/1/2006","WECC",7.789515,1.4828452,0.190364252459877,887665.251806535,0.0179253730592874
"1/2/2006","EAST",9.3413134,2.0598862,0.220513552194919,5128208.47151918,0.0137554696688891
"1/2/2006","ERCOT",7.587534,1.6673827,0.219752913133569,587758.590983257,0.00922005458364672
"1/2/2006","WECC",7.8194442,1.6299193,0.208444393017089,885846.784422884,0.0158400553270321
"2/2/2006","EAST",7.8708,2.0730097,0.263379796208772,5113114.77695399,0.0107717151066569
"2/2/2006","ERCOT",7.1396742,1.6530137,0.231525088357673,584825.552838509,0.00418383569727254
"2/2/2006","WECC",6.8646231,1.5973077,0.232686875409081,883803.870121798,0.0134973542943755
"3/2/2006","EAST",6.7804389,2.0909662,0.3083821314281,5097035.77830873,0.00759318347831939
"3/2/2006","ERCOT",5.9329958,1.6899333,0.284836422773129,577654.891860577,-0.00812865955939968
"3/2/2006","WECC",5.6108561,1.5720334,0.280177101672595,881154.046936036,0.010458683748898
"4/2/2006","EAST",6.883471,2.0443544,0.296994699331195,5101212.03919493,0.00841875586674057
"4/2/2006","ERCOT",6.5198569,1.6994301,0.260654509150347,579508.779517833,-0.00494541284663319
"4/2/2006","WECC",6.0146799,1.4962602,0.248768051646439,882753.156187051,0.0122924537174631
"5/2/2006","EAST",6.6287751,2.032479,0.306614565939943,5097692.95421413,0.00772309544900884
"5/2/2006","ERCOT",6.3374572,1.6702178,0.263546994842032,579161.907774803,-0.00554101438237431
"5/2/2006","WECC",5.8645611,1.6999832,0.289873900367412,880699.942999847,0.00993794249231295
"6/2/2006","EAST",6.278398,1.9801198,0.315386154238709,5094392.94781995,0.00707074296555832
"6/2/2006","ERCOT",5.8876109,1.6472071,0.279775129161474,577859.634482996,-0.00777710304667023
"6/2/2006","WECC",5.642972,1.5211247,0.269560915772752,881656.589626985,0.0110349718880602
"7/2/2006","EAST",5.7838449,1.9806747,0.342449483733563,5083410.18015064,0.00489964542560917
"7/2/2006","ERCOT",5.4678631,1.6178111,0.295876299463313,577490.621109475,-0.00841072321433778
"7/2/2006","WECC",5.2709708,1.4933711,0.283319934157101,881007.366222501,0.0102904784262929
"8/2/2006","EAST",8.9313717,1.971597,0.220749630205179,5128125.31206661,0.0137390305263767
"8/2/2006","ERCOT",8.0127306,1.6251634,0.202822668217499,592559.166006619,0.0174629567911753
"8/2/2006","WECC",7.4043679,1.4409636,0.194609940978216,887219.93586193,0.0174147093849812
"9/2/2006","EAST",5.1239362,1.9550129,0.381545129308987,5064297.01961375,0.00112131403667526
"9/2/2006","ERCOT",4.8799338,1.5589763,0.319466690306332,578155.292434575,-0.00726943895020515
"9/2/2006","WECC",4.9770079,1.5145576,0.304310869187087,879989.265146635,0.00912297647062399
"10/2/2006","EAST",4.1690311,1.9933079,0.47812257864903,4988868.2565693,-0.0137896088580054
"10/2/2006","ERCOT",4.06075,1.6200367,0.398950120051715,582542.842663552,0.000264272593116344
"10/2/2006","WECC",4.106637,1.4637537,0.356436105747842,876147.913598326,0.00471792715737696
"11/2/2006","EAST",7.505137,1.937487,0.258154781185207,5114953.80531813,0.011135258256936
"11/2/2006","ERCOT",6.8137479,1.7159319,0.251833781522795,580784.174257294,-0.00275547641980634
"11/2/2006","WECC",6.9366021,1.4853623,0.214133992203474,885321.777382519,0.0152380063154998
"12/2/2006","EAST",8.4323292,1.9475889,0.230966895837036,5124526.54815811,0.0130276190039025
"12/2/2006","ERCOT",7.86902,1.6862557,0.214290432607872,589240.43694215,0.0117644812963489
"12/2/2006","WECC",7.789515,1.4828452,0.190364252459877,887665.251806535,0.0179253730592874
"1/3/2006","EAST",9.7069626,2.0598862,0.21220708113164,5131134.64793856,0.0143339226250909
"1/3/2006","ERCOT",7.9165788,1.6673827,0.210619099755566,590274.219763799,0.0135395542118237
"1/3/2006","WECC",8.3570938,1.6299193,0.19503422350004,887175.999794053,0.0173643259344716
"2/3/2006","EAST",7.9270802,2.0730097,0.261509868412836,5113772.90047844,0.010901814404753
"2/3/2006","ERCOT",7.300436,1.6530137,0.226426709308869,586049.056228779,0.00628467127373811
"2/3/2006","WECC",6.8170152,1.5973077,0.234311887701233,883686.711602892,0.0133630033903356
"3/3/2006","EAST",6.6022959,2.0909662,0.316702891186686,5093888.55821634,0.00697103412526112
"3/3/2006","ERCOT",5.8330579,1.6899333,0.289716531015404,577537.130704826,-0.00833086318833576
"3/3/2006","WECC",5.6186838,1.5720334,0.27978677141433,881172.280559421,0.010479593058853
"4/3/2006","EAST",7.218883,2.0443544,0.283195391863256,5106136.88531097,0.00939231022108178
"4/3/2006","ERCOT",6.6782079,1.6994301,0.254473973474231,580369.162076985,-0.00346807955600836
"4/3/2006","WECC",6.0499911,1.4962602,0.247316099357568,882839.076587752,0.0123909824767672
"5/3/2006","EAST",6.5603838,2.032479,0.309810990021651,5096501.79758589,0.007487625000836
"5/3/2006","ERCOT",6.2381458,1.6702178,0.267742668021642,578723.345812125,-0.006294054039644
"5/3/2006","WECC",5.84304,1.6999832,0.290941564664969,880649.352334803,0.00987992791814341
"6/3/2006","EAST",6.278398,1.9801198,0.315386154238709,5094392.94781995,0.00707074296555832
"6/3/2006","ERCOT",5.8876109,1.6472071,0.279775129161474,577859.634482996,-0.00777710304667023
"6/3/2006","WECC",5.642972,1.5211247,0.269560915772752,881656.589626985,0.0110349718880602
"7/3/2006","EAST",5.7838449,1.9806747,0.342449483733563,5083410.18015064,0.00489964542560917
"7/3/2006","ERCOT",5.4678631,1.6178111,0.295876299463313,577490.621109475,-0.00841072321433778
"7/3/2006","WECC",5.2709708,1.4933711,0.283319934157101,881007.366222501,0.0102904784262929
"8/3/2006","EAST",7.8096619,1.971597,0.252456127454122,5116959.80600911,0.0115318088620726
"8/3/2006","ERCOT",7.0256491,1.6251634,0.231318612254631,584873.627762611,0.00426638349541708
"8/3/2006","WECC",6.7085352,1.4409636,0.214795563717099,885262.397951997,0.0151699132715919
"9/3/2006","EAST",5.1239362,1.9550129,0.381545129308987,5064297.01961375,0.00112131403667526
"9/3/2006","ERCOT",4.8799338,1.5589763,0.319466690306332,578155.292434575,-0.00726943895020515
"9/3/2006","WECC",4.9770079,1.5145576,0.304310869187087,879989.265146635,0.00912297647062399
"10/3/2006","EAST",4.121172,1.9933079,0.483675007983166,4983066.59838656,-0.0149364933398981
"10/3/2006","ERCOT",3.9427471,1.6200367,0.410890340899623,582632.782692749,0.000418705522838625
"10/3/2006","WECC",4.0389819,1.4637537,0.362406600534655,875517.644725377,0.00399516970312441
"11/3/2006","EAST",7.378737,1.937487,0.26257705078796,5113397.3004108,0.0108275649616794
"11/3/2006","ERCOT",6.6047502,1.7159319,0.259802694733254,579617.836741368,-0.00475815444024474
"11/3/2006","WECC",6.6759319,1.4853623,0.222495124613239,884598.619322433,0.0144087286834236
"12/3/2006","EAST",8.4323292,1.9475889,0.230966895837036,5124526.54815811,0.0130276190039025
"12/3/2006","ERCOT",7.86902,1.6862557,0.214290432607872,589240.43694215,0.0117644812963489
"12/3/2006","WECC",7.789515,1.4828452,0.190364252459877,887665.251806535,0.0179253730592874
"1/4/2006","EAST",9.2032948,2.0598862,0.223820516973986,5127043.60802445,0.0135251969048718
"1/4/2006","ERCOT",7.6262279,1.6673827,0.218637932391189,588055.301315917,0.00972952568745766
"1/4/2006","WECC",7.8235712,1.6299193,0.208334436836211,885857.175617725,0.0158519713740595
"2/4/2006","EAST",7.9270802,2.0730097,0.261509868412836,5113772.90047844,0.010901814404753
"2/4/2006","ERCOT",7.300436,1.6530137,0.226426709308869,586049.056228779,0.00628467127373811
"2/4/2006","WECC",6.8170152,1.5973077,0.234311887701233,883686.711602892,0.0133630033903356
"3/4/2006","EAST",6.6022959,2.0909662,0.316702891186686,5093888.55821634,0.00697103412526112
"3/4/2006","ERCOT",5.8330579,1.6899333,0.289716531015404,577537.130704826,-0.00833086318833576
"3/4/2006","WECC",5.6186838,1.5720334,0.27978677141433,881172.280559421,0.010479593058853
"4/4/2006","EAST",7.307405,2.0443544,0.279764759172374,5107347.82028734,0.00963169049638046
"4/4/2006","ERCOT",6.7484221,1.6994301,0.251826289881897,580785.39100227,-0.00275338718887108
"4/4/2006","WECC",6.1726151,1.4962602,0.242402964668897,883141.90262102,0.0127382466084418
"5/4/2006","EAST",6.4182611,2.032479,0.316671286557663,5093900.69459292,0.00697343327073319
"5/4/2006","ERCOT",6.1120772,1.6702178,0.273265167527662,578257.424535171,-0.00709407143415419
"5/4/2006","WECC",5.5522718,1.6999832,0.306177950438233,879891.503755196,0.0090108691186146
"6/4/2006","EAST",6.278398,1.9801198,0.315386154238709,5094392.94781995,0.00707074296555832
"6/4/2006","ERCOT",5.8876109,1.6472071,0.279775129161474,577859.634482996,-0.00777710304667023
"6/4/2006","WECC",5.642972,1.5211247,0.269560915772752,881656.589626985,0.0110349718880602
"7/4/2006","EAST",5.7838449,1.9806747,0.342449483733563,5083410.18015064,0.00489964542560917
"7/4/2006","ERCOT",5.4678631,1.6178111,0.295876299463313,577490.621109475,-0.00841072321433778
"7/4/2006","WECC",5.2709708,1.4933711,0.283319934157101,881007.366222501,0.0102904784262929
"8/4/2006","EAST",7.5564532,1.971597,0.26091566344909,5113982.03821972,0.0109431572109815
"8/4/2006","ERCOT",6.8795338,1.6251634,0.236231617904109,583765.160834187,0.00236307306972527
"8/4/2006","WECC",6.7818408,1.4409636,0.212473816843356,885472.345995024,0.0154106700654244
"9/4/2006","EAST",5.1239362,1.9550129,0.381545129308987,5064297.01961375,0.00112131403667526
"9/4/2006","ERCOT",4.8799338,1.5589763,0.319466690306332,578155.292434575,-0.00726943895020515
"9/4/2006","WECC",4.9770079,1.5145576,0.304310869187087,879989.265146635,0.00912297647062399
"10/4/2006","EAST",4.4870701,1.9933079,0.444233732831586,5020926.35253351,-0.00745229431406946
"10/4/2006","ERCOT",4.337337,1.6200367,0.373509529003626,581660.728701719,-0.00125037494137792
"10/4/2006","WECC",4.3883982,1.4637537,0.333550793088922,878179.394372908,0.00704751685475502
"11/4/2006","EAST",7.378737,1.937487,0.26257705078796,5113397.3004108,0.0108275649616794
"11/4/2006","ERCOT",6.6047502,1.7159319,0.259802694733254,579617.836741368,-0.00475815444024474
"11/4/2006","WECC",6.6759319,1.4853623,0.222495124613239,884598.619322433,0.0144087286834236
"12/4/2006","EAST",7.9162169,1.9475889,0.246025206813118,5119223.89092646,0.0119793781216886
"12/4/2006","ERCOT",7.4144702,1.6862557,0.22742767244516,585802.975794161,0.00586213502592003
"12/4/2006","WECC",7.3717489,1.4828452,0.201152429378054,886554.698625524,0.0166518521472299
"1/5/2006","EAST",9.2486582,2.0598862,0.222722708035637,5127430.29942552,0.0136016389070017
"1/5/2006","ERCOT",7.906661,1.6673827,0.210883291948396,590198.871719643,0.0134101766775732
"1/5/2006","WECC",8.0571852,1.6299193,0.20229388546263,886441.446350917,0.016521980707918
"2/5/2006","EAST",7.9270802,2.0730097,0.261509868412836,5113772.90047844,0.010901814404753
"2/5/2006","ERCOT",7.300436,1.6530137,0.226426709308869,586049.056228779,0.00628467127373811
"2/5/2006","WECC",6.8170152,1.5973077,0.234311887701233,883686.711602892,0.0133630033903356
"3/5/2006","EAST",6.6022959,2.0909662,0.316702891186686,5093888.55821634,0.00697103412526112
"3/5/2006","ERCOT",5.8330579,1.6899333,0.289716531015404,577537.130704826,-0.00833086318833576
"3/5/2006","WECC",5.6186838,1.5720334,0.27978677141433,881172.280559421,0.010479593058853
"4/5/2006","EAST",7.0463648,2.0443544,0.290128947056502,5103676.00388411,0.00890583779693044
"4/5/2006","ERCOT",6.6738029,1.6994301,0.254641937357784,580343.700232934,-0.00351179921240596
"4/5/2006","WECC",6.2680159,1.4962602,0.238713529747109,883382.71327013,0.0130143949304955
"5/5/2006","EAST",6.6328568,2.032479,0.306425882735777,5097762.89222071,0.00773692094715361
"5/5/2006","ERCOT",6.1746888,1.6702178,0.270494247418591,578475.845349167,-0.00671902856926887
"5/5/2006","WECC",5.3834682,1.6999832,0.315778441860212,879357.455560174,0.00839845221140445
"6/5/2006","EAST",6.438765,1.9801198,0.307530993909546,5097352.68577208,0.00765583043897511
"6/5/2006","ERCOT",6.2057519,1.6472071,0.265432316106611,578955.508313529,-0.00589541579609687
"6/5/2006","WECC",6.1190848,1.5211247,0.248586961893386,882763.788447778,0.012304646205505
"7/5/2006","EAST",5.7324061,1.9806747,0.345522397654276,5082065.98854009,0.00463392268733709
"7/5/2006","ERCOT",5.4061918,1.6178111,0.299251517491481,577509.438006296,-0.00837841336820666
"7/5/2006","WECC",5.6369009,1.4933711,0.26492768393356,881883.980398745,0.0112957310376416
"8/5/2006","EAST",7.5564532,1.971597,0.26091566344909,5113982.03821972,0.0109431572109815
"8/5/2006","ERCOT",6.8795338,1.6251634,0.236231617904109,583765.160834187,0.00236307306972527
"8/5/2006","WECC",6.7818408,1.4409636,0.212473816843356,885472.345995024,0.0154106700654244
"9/5/2006","EAST",5.529326,1.9550129,0.353571646887885,5078431.47603161,0.0039154443034124
"9/5/2006","ERCOT",5.3016782,1.5589763,0.294053362197653,577493.145263576,-0.00840638907617475
"9/5/2006","WECC",5.4388499,1.5145576,0.278470196428844,881233.847718281,0.0105501948685143
"10/5/2006","EAST",4.7050381,1.9933079,0.423653933854436,5037295.68408959,-0.00421636904075862
"10/5/2006","ERCOT",4.5732532,1.6200367,0.35424163700361,580434.179828944,-0.00335643981107314
"10/5/2006","WECC",4.5945268,1.4637537,0.318586388482923,879189.554001393,0.008205911998175
"11/5/2006","EAST",7.378737,1.937487,0.26257705078796,5113397.3004108,0.0108275649616794
"11/5/2006","ERCOT",6.6047502,1.7159319,0.259802694733254,579617.836741368,-0.00475815444024474
"11/5/2006","WECC",6.6759319,1.4853623,0.222495124613239,884598.619322433,0.0144087286834236
"12/5/2006","EAST",7.4290771,1.9475889,0.262157583476957,5113544.93277356,0.0108567492501261
"12/5/2006","ERCOT",6.9441099,1.6862557,0.242832519110909,582398.801541463,1.69445381501543e-05
"12/5/2006","WECC",6.9589319,1.4828452,0.213085171878173,885416.64224022,0.0153467920829591
"1/6/2006","EAST",9.0900459,2.0598862,0.22660899875104,5126061.4268796,0.0133310371874324
"1/6/2006","ERCOT",7.8020439,1.6673827,0.213711012315632,589401.650786935,0.0120412960426235
"1/6/2006","WECC",7.934618,1.6299193,0.205418748577436,886135.957180482,0.0161716626379613
"2/6/2006","EAST",8.2419081,2.0730097,0.251520603584503,5117289.14831944,0.0115969139704817
"2/6/2006","ERCOT",7.5556989,1.6530137,0.218777074348476,588018.108065352,0.00966566243655587
"2/6/2006","WECC",7.0922308,1.5973077,0.22521936257348,884376.414410779,0.0141539163911424
"3/6/2006","EAST",6.476491,2.0909662,0.32285479899532,5091496.55555092,0.00649817780535855
"3/6/2006","ERCOT",5.8151498,1.6899333,0.29060873032024,577523.571593624,-0.00835414507167564
"3/6/2006","WECC",5.763824,1.5720334,0.272741395295901,881503.994966218,0.010859984778143
"4/6/2006","EAST",7.1439228,2.0443544,0.286166922184545,5105084.86241016,0.00918434403253054
"4/6/2006","ERCOT",6.793664,1.6994301,0.250149271438799,581063.244063639,-0.00227629525680362
"4/6/2006","WECC",6.359868,1.4962602,0.235265920613447,883619.195138776,0.0132855792467381
"5/6/2006","EAST",6.6328568,2.032479,0.306425882735777,5097762.89222071,0.00773692094715361
"5/6/2006","ERCOT",6.1746888,1.6702178,0.270494247418591,578475.845349167,-0.00671902856926887
"5/6/2006","WECC",5.3834682,1.6999832,0.315778441860212,879357.455560174,0.00839845221140445
"6/6/2006","EAST",6.165163,1.9801198,0.321178823658028,5092154.25024074,0.00662819233048495
"6/6/2006","ERCOT",5.8876662,1.6472071,0.279772501369048,577859.763781496,-0.00777688103266316
"6/6/2006","WECC",5.8375478,1.5211247,0.260575973356484,882104.758248757,0.0115489068546286
"7/6/2006","EAST",5.3161368,1.9806747,0.37257782756832,5069108.74098467,0.00207250564391659
"7/6/2006","ERCOT",5.037159,1.6178111,0.321175309336076,578243.523832015,-0.00711793985328535
"7/6/2006","WECC",5.2491002,1.4933711,0.284500398754057,880952.246565887,0.0102272702552992
"8/6/2006","EAST",7.5564532,1.971597,0.26091566344909,5113982.03821972,0.0109431572109815
"8/6/2006","ERCOT",6.8795338,1.6251634,0.236231617904109,583765.160834187,0.00236307306972527
"8/6/2006","WECC",6.7818408,1.4409636,0.212473816843356,885472.345995024,0.0154106700654244
"9/6/2006","EAST",5.7754078,1.9550129,0.338506468755332,5085102.29483435,0.00523414635813624
"9/6/2006","ERCOT",5.5177088,1.5589763,0.282540517542354,577736.947375293,-0.00798776485822295
"9/6/2006","WECC",5.730063,1.5145576,0.26431779196843,881914.45917224,0.0113306824078994
"10/6/2006","EAST",4.3340168,1.9933079,0.45992159052083,5006840.50284084,-0.0102368158970327
"10/6/2006","ERCOT",4.159164,1.6200367,0.389510175602597,582329.917108678,-0.00010133455139727
"10/6/2006","WECC",3.9859011,1.4637537,0.367232819700419,874982.140311528,0.00338108288477401
"11/6/2006","EAST",6.6912432,1.937487,0.289555609038392,5103880.3844244,0.00894624018926127
"11/6/2006","ERCOT",5.926898,1.7159319,0.28951601664142,577540.508185892,-0.00832506383179976
"11/6/2006","WECC",5.9418869,1.4853623,0.249981584132811,882682.507076598,0.0122114372284579
"12/6/2006","EAST",7.5241718,1.9475889,0.258844289015304,5114711.10819509,0.0110872813587033
"12/6/2006","ERCOT",7.021287,1.6862557,0.240163334727665,582933.646626516,0.000935308632204146
"12/6/2006","WECC",6.8898778,1.4828452,0.215220827283758,885224.417817211,0.0151263597554534
"1/7/2006","EAST",9.0900459,2.0598862,0.22660899875104,5126061.4268796,0.0133310371874324
"1/7/2006","ERCOT",7.8020439,1.6673827,0.213711012315632,589401.650786935,0.0120412960426235
"1/7/2006","WECC",7.934618,1.6299193,0.205418748577436,886135.957180482,0.0161716626379613
"2/7/2006","EAST",7.8234591,2.0730097,0.264973546036689,5112553.87955129,0.0106608356810118
"2/7/2006","ERCOT",7.1334238,1.6530137,0.231727953693148,584778.443169607,0.00410294530562139
"2/7/2006","WECC",6.7706189,1.5973077,0.235917531852221,883573.60872822,0.013233303274599
"3/7/2006","EAST",6.490757,2.0909662,0.322145198164097,5091775.5939453,0.00655333872561448
"3/7/2006","ERCOT",6.016221,1.6899333,0.280896147265867,577806.695710469,-0.00786800239160279
"3/7/2006","WECC",5.868021,1.5720334,0.267898393683322,881737.402629961,0.0111276437663776
"4/7/2006","EAST",6.8233662,2.0443544,0.29961082845004,5100263.72717057,0.0082312914711351
"4/7/2006","ERCOT",6.4581699,1.6994301,0.263144222947743,579208.013361605,-0.00546184806555117
"4/7/2006","WECC",5.9598432,1.4962602,0.251056974116366,882620.752105553,0.0121406200461796
"5/7/2006","EAST",6.6328568,2.032479,0.306425882735777,5097762.89222071,0.00773692094715361
"5/7/2006","ERCOT",6.1746888,1.6702178,0.270494247418591,578475.845349167,-0.00671902856926887
"5/7/2006","WECC",5.3834682,1.6999832,0.315778441860212,879357.455560174,0.00839845221140445
"6/7/2006","EAST",5.8924308,1.9801198,0.336044642221339,5086140.99465105,0.00543947881027207
"6/7/2006","ERCOT",5.6787601,1.6472071,0.290064568848401,577531.556934493,-0.0083404337176064
"6/7/2006","WECC",5.5142522,1.5211247,0.275853306092891,881356.681133994,0.0106910534300719
"7/7/2006","EAST",5.2157712,1.9806747,0.379747236611913,5065284.90658777,0.00131660169490777
"7/7/2006","ERCOT",4.9387412,1.6178111,0.327575597603697,578607.863385313,-0.0064923449415194
"7/7/2006","WECC",4.9517689,1.4933711,0.301583359433434,880129.145281397,0.00928338326594669
"8/7/2006","EAST",7.132906,1.971597,0.276408661490843,5108529.95994028,0.00986537844915047
"8/7/2006","ERCOT",6.6639838,1.6251634,0.243872651671212,582197.095951026,-0.000329397191452752
"8/7/2006","WECC",6.6965079,1.4409636,0.215181348475673,885227.937381516,0.0151303957969688
"9/7/2006","EAST",5.737596,1.9550129,0.340737287881545,5084149.36430171,0.00504576896571129
"9/7/2006","ERCOT",5.5456409,1.5589763,0.281117426842405,577796.766063666,-0.00788505224649649
"9/7/2006","WECC",5.6590939,1.5145576,0.26763252682554,881750.402143505,0.011142550888908
"10/7/2006","EAST",4.3340168,1.9933079,0.45992159052083,5006840.50284084,-0.0102368158970327
"10/7/2006","ERCOT",4.159164,1.6200367,0.389510175602597,582329.917108678,-0.00010133455139727
"10/7/2006","WECC",3.9859011,1.4637537,0.367232819700419,874982.140311528,0.00338108288477401
"11/7/2006","EAST",6.7151151,1.937487,0.288526253258116,5104246.87100105,0.0090186880574985
"11/7/2006","ERCOT",5.9853382,1.7159319,0.286689213317971,577601.310690364,-0.0082206619432984
"11/7/2006","WECC",5.8005328,1.4853623,0.256073424841249,882342.456042644,0.0118214855266277
"12/7/2006","EAST",7.7749391,1.9475889,0.250495711278304,5117649.96003837,0.0116682400204318
"12/7/2006","ERCOT",7.2710028,1.6862557,0.231915149310629,584735.082176855,0.00402849163681385
"12/7/2006","WECC",7.0985179,1.4828452,0.208895042724341,885804.291143478,0.0157913263864735
"1/8/2006","EAST",9.0900459,2.0598862,0.22660899875104,5126061.4268796,0.0133310371874324
"1/8/2006","ERCOT",7.8020439,1.6673827,0.213711012315632,589401.650786935,0.0120412960426235
"1/8/2006","WECC",7.934618,1.6299193,0.205418748577436,886135.957180482,0.0161716626379613
"2/8/2006","EAST",7.967936,2.0730097,0.260168969730681,5114244.85067391,0.0109951105518828
"2/8/2006","ERCOT",7.2707791,1.6530137,0.227350284923386,585821.900944471,0.00589463075039176
"2/8/2006","WECC",6.9576621,1.5973077,0.229575348305575,884035.739716891,0.0137632495106239
"3/8/2006","EAST",6.3843498,2.0909662,0.327514353928414,5089642.44254365,0.00613165268982541
"3/8/2006","ERCOT",6.0280561,1.6899333,0.280344653726763,577832.187337969,-0.00782423159506862
"3/8/2006","WECC",5.867703,1.5720334,0.267912912429276,881736.693366457,0.0111268304222545
"4/8/2006","EAST",6.8233662,2.0443544,0.29961082845004,5100263.72717057,0.0082312914711351
"4/8/2006","ERCOT",6.4581699,1.6994301,0.263144222947743,579208.013361605,-0.00546184806555117
"4/8/2006","WECC",5.9598432,1.4962602,0.251056974116366,882620.752105553,0.0121406200461796
"5/8/2006","EAST",6.4619169,2.032479,0.314531899969187,5094718.83620407,0.0071351652942806
"5/8/2006","ERCOT",6.1074972,1.6702178,0.273470088533156,578242.469229182,-0.00711975067552761
"5/8/2006","WECC",5.5172949,1.6999832,0.308118966053455,879787.967992183,0.00889214003692973
"6/8/2006","EAST",5.9068189,1.9801198,0.33522608929148,5086483.44477883,0.0055071751007123
"6/8/2006","ERCOT",5.6998978,1.6472071,0.288988883274363,577549.970688272,-0.00830881609452361
"6/8/2006","WECC",5.4138408,1.5211247,0.280969602948059,881117.045540794,0.0104162525970892
"7/8/2006","EAST",5.2157712,1.9806747,0.379747236611913,5065284.90658777,0.00131660169490777
"7/8/2006","ERCOT",4.9387412,1.6178111,0.327575597603697,578607.863385313,-0.0064923449415194
"7/8/2006","WECC",4.9517689,1.4933711,0.301583359433434,880129.145281397,0.00928338326594669
"8/8/2006","EAST",7.210794,1.971597,0.273423010004169,5109580.60876901,0.0100730730081255
"8/8/2006","ERCOT",6.8165002,1.6251634,0.238416100978036,583296.867807492,0.00155898322533554
"8/8/2006","WECC",6.676167,1.4409636,0.21583696153796,885169.65621349,0.015063562179696
"9/8/2006","EAST",5.368392,1.9550129,0.364171040415827,5073370.25263065,0.00291493058903414
"9/8/2006","ERCOT",5.1690931,1.5589763,0.301595709313109,577539.578832341,-0.00832665959280798
"9/8/2006","WECC",5.1349711,1.5145576,0.294949585986959,880457.312804025,0.00965970761481239
"10/8/2006","EAST",4.3340168,1.9933079,0.45992159052083,5006840.50284084,-0.0102368158970327
"10/8/2006","ERCOT",4.159164,1.6200367,0.389510175602597,582329.917108678,-0.00010133455139727
"10/8/2006","WECC",3.9859011,1.4637537,0.367232819700419,874982.140311528,0.00338108288477401
"11/8/2006","EAST",7.4734888,1.937487,0.259247996732129,5114569.01062944,0.0110591912010571
"11/8/2006","ERCOT",6.8106189,1.7159319,0.251949481419376,580765.410863118,-0.00278769439838678
"11/8/2006","WECC",6.6606021,1.4853623,0.223007211315025,884556.327763912,0.0143602310652093
